-50	0
-45	-0.00050235697
-40	-0.0035682286
-35	-0.0088018393
-30	-0.010638404
-25	-2.7478702e-09
-20	0.030230515
-15	0.079107635
-10	0.13519499
-5	0.18023126
0	0.1974929
5	0.18023126
10	0.13519499
15	0.079107635
20	0.030230515
25	-2.7478702e-09
30	-0.010638404
35	-0.0088018393
40	-0.0035682286
45	-0.00050235697
50	8.2422974e-41
